team_name,team_id,team_url,league_id,season,logo_url,stadium_name,stadium_capacity,stadium_url,manager_name,manager_url,manager_since,manager_contract_until,squad_size,avg_age,num_foreigners,total_market_value,formation
Liverpool FC,31,https://www.transfermarkt.com/liverpool-fc/startseite/verein/31,EPL,2025,https://tmssl.akamaized.net//images/wappen/tiny/31.png?lm=1727873452,Anfield,61276,https://www.transfermarkt.com/fc-liverpool/stadion/verein/31,,,,,28,25.9,21,"€1.04bn 
                Total market value",
